region sanitaria,partido,dependencia,nombre,especialidad,año,cant_camas_criticas
IV,ROJAS,Municipales,Hosp. Subz. Gral. S. Unzué,TERAPIA INTENSIVA,2013,5
IV,SALTO,Municipales,"Hosp. Munic. de Salto ""Presidente J. D. Perón""",TERAPIA INTENSIVA,2013,4
IV,SAN ANDRES DE GILES,Municipales,Hosp. Munic. San Andrés,TERAPIA INTENSIVA,2013,6
IV,SAN ANDRES DE GILES,Municipales,Hosp. Munic. San Andrés,UNIDAD CORONARIA,2013,5
V,SAN ISIDRO,Municipales,Hosp. Mat. Infantil de San Isidron Dr. C. Gianantonio,TERAPIA INTENSIVA NEONATOLOGICA,2013,10
V,SAN ISIDRO,Municipales,Hosp. Central Munic. de San Isidro,TERAPIA INTENSIVA,2014,14
V,SAN ISIDRO,Municipales,Hosp. Mat. Infantil de San Isidron Dr. C. Gianantonio,TERAPIA INTENSIVA NEONATOLOGICA,2014,10
V,SAN ISIDRO,Municipales,Hosp. Central Munic. de San Isidro,TERAPIA INTENSIVA,2015,14
V,SAN ISIDRO,Municipales,Hosp. Mat. Infantil de San Isidron Dr. C. Gianantonio,TERAPIA INTENSIVA NEONATOLOGICA,2015,10
V,SAN ISIDRO,Municipales,Hosp. Central Munic. de San Isidro,TERAPIA INTENSIVA,2016,14
V,SAN ISIDRO,Municipales,Hosp. Mat. Infantil de San Isidron Dr. C. Gianantonio,TERAPIA INTENSIVA NEONATOLOGICA,2016,10
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2009,5
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2009,9
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2010,5
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2010,8
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2011,5
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2011,9
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2012,5
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2012,9
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2013,7
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2013,9
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2014,12
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2014,10
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2015,14
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2015,8
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA,2016,16
V,SAN MIGUEL,Municipales,Hosp. Munic.Dr. Raúl F. Larcade,TERAPIA INTENSIVA NEONATOLOGICA,2016,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2009,7
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2010,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2011,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2012,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2013,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2014,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2015,12
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA NEONATOLOGICA,2016,12
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2009,6
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,UNIDAD CORONARIA,2009,7
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA,2013,5
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA INFANTIL,2013,8
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Lucio Meléndez,TERAPIA INTENSIVA NEONATOLOGICA,2013,8
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal. Gral. Ag. Dr. Arturo Oñativia,TERAPIA INTENSIVA,2013,9
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal. Gral. Ag. Dr. Arturo Oñativia,TERAPIA INTENSIVA NEONATOLOGICA,2013,6
VI,AVELLANEDA,Municipales,Hosp. Munic. Dr. Eduardo Wilde,TERAPIA INTENSIVA,2013,6
VI,AVELLANEDA,Provinciales,Hosp. Subz. Mat. Infantil Ana Goittia,TERAPIA INTENSIVA NEONATOLOGICA,2013,5
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,TERAPIA INTENSIVA,2013,12
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,UNIDAD CORONARIA,2013,6
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA,2013,8
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA NEONATOLOGICA,2013,3
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,UNIDAD CORONARIA,2013,7
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA INFANTIL,2013,5
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA,2013,8
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2013,25
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA,2013,7
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA NEONATOLOGICA,2013,7
VI,EZEIZA,Provinciales,Hospital Interzonal Gral. Agudos Eurnekian,TERAPIA INTENSIVA,2013,8
VI,EZEIZA,Provinciales,Hospital Interzonal Gral. Agudos Eurnekian,TERAPIA INTENSIVA NEONATOLOGICA,2013,7
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA,2013,7
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2013,24
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,ADMISION PACIENTE CRITICO,2013,11
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA,2013,16
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,UNIDAD CORONARIA,2013,16
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA INFANTIL,2013,26
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA,2013,4
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,UNIDAD CORONARIA,2013,4
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA NEONATOLOGICA,2013,4
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA,2013,8
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,UNIDAD CORONARIA,2013,8
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,CUIDADOS INTENSIVOS PEDIATRICOS,2013,5
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA NEONATOLOGICA,2013,8
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA INFANTIL,2013,6
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA NEONATOLOGICA,2013,12
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA,2013,8
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,UNIDAD CORONARIA,2013,5
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA NEONATOLOGICA,2013,16
VI,QUILMES,Municipales,Hosp. Subz. Esp. Mat. Infantil Dr. Eduardo Oller,TERAPIA INTENSIVA NEONATOLOGICA,2013,10
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA,2013,10
VII,MERLO,Municipales,Hosp. Munic. Eva Perón,TERAPIA INTENSIVA,2009,9
VII,MERLO,Provinciales,Hosp. Zonal Gral. de Ag. Héroes de Malvinas,TERAPIA INTENSIVA,2009,6
VII,MERLO,Provinciales,Hosp. Zonal Gral. de Ag. Héroes de Malvinas,UNIDAD CORONARIA,2009,4
VII,MERLO,Provinciales,Hosp. Zonal Gral. de Ag. Héroes de Malvinas,TERAPIA INTENSIVA NEONATOLOGICA,2009,6
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2016,8
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2016,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2015,9
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2015,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2014,9
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2014,24
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2013,9
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2013,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2012,10
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2012,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2011,10
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2011,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2010,10
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2010,23
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA,2009,9
VII,MORENO,Provinciales,Hosp. Zonal Gral. M.L. De la Vega,TERAPIA INTENSIVA NEONATOLOGICA,2009,23
VII,MORON,Municipales,Hosp. Munic. O. B. de Lavignolle,TERAPIA INTENSIVA,2016,8
VII,MORON,Municipales,Hosp. Munic. O. B. de Lavignolle,TERAPIA INTENSIVA NEONATOLOGICA,2016,9
VII,MORON,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. L. Güemes,TERAPIA INTENSIVA,2016,11
VII,MORON,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. L. Güemes,UNIDAD CORONARIA,2016,1
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,CUIDADOS ESPECIALES INFANTILES,2016,10
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA,2016,10
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA INFANTIL,2016,17
VIII,AYACUCHO,Municipales,Hosp. Local Munic. Dr. Pedro Solanet,TERAPIA INTENSIVA,2013,5
VIII,BALCARCE,Municipales,Hosp. Subz. Munic. de Balcarce,TERAPIA INTENSIVA,2013,7
VIII,GRAL ALVARADO,Municipales,Hosp. Munic. Dr. Mariano Cassano,TERAPIA INTENSIVA,2013,4
VIII,GRAL MADARIAGA,Municipales,Hosp. Munic. Ana R. S. de Martínez Guerrero,TERAPIA INTENSIVA,2013,2
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA INFANTIL,2013,8
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA NEONATOLOGICA,2013,20
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,TERAPIA INTENSIVA,2013,18
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,UNIDAD CORONARIA,2013,8
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,CUIDADOS ESPECIALES,2013,1
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,TERAPIA INTENSIVA,2013,5
VIII,LA COSTA,Municipales,Unid. Munic. Roberto L. Dios,TERAPIA INTENSIVA,2013,2
VIII,LOBERIA,Municipales,Hosp. Munic. Gaspar Campos,TERAPIA INTENSIVA,2013,4
VIII,MAIPU,Municipales,Hosp. Subz. de Maipú,TERAPIA INTENSIVA,2013,4
VIII,NECOCHEA,Municipales,Hosp. Munic. Dr. Emilio Ferreyra,TERAPIA INTENSIVA,2013,6
VIII,SAN CAYETANO,Municipales,Hosp. Munic. Alberto Menditeguy,TERAPIA INTENSIVA,2013,4
VIII,TANDIL,Municipales,Hosp. Munic. Ramón Santamarina,TERAPIA INTENSIVA,2013,6
VIII,VILLA GESELL,Municipales,Hosp. Munic. de Ag. Dr. Arturo Illia,TERAPIA INTENSIVA,2013,4
IX,BOLIVAR,Municipales,Hosp. Subz. Gral. Dr. M. A. Capredoni,TERAPIA INTENSIVA,2012,6
IX,GRAL LA MADRID,Municipales,Hosp. Munic. M. Etchegaray,TERAPIA INTENSIVA,2012,4
IX,LAPRIDA,Municipales,Hosp. Dr. Pedro S. Sancholuz,TERAPIA INTENSIVA,2012,5
IX,OLAVARRIA,Municipales,Hosp. Zonal Munic. Dr. Héctor Cura,TERAPIA INTENSIVA,2012,7
IX,OLAVARRIA,Municipales,Hosp. Zonal Munic. Dr. Héctor Cura,UNIDAD CORONARIA,2012,5
IX,OLAVARRIA,Municipales,Hosp. Zonal Munic. Dr. Héctor Cura,TERAPIA INTENSIVA INFANTIL,2012,7
IX,RAUCH,Municipales,Hosp. Munic. Gral. E. Díaz Vélez,TERAPIA INTENSIVA,2012,4
IX,AZUL,Municipales,Hosp. Munic. Dr. Angel Pintos,CUIDADOS ESPECIALES,2011,15
IX,AZUL,Municipales,Hosp. Munic. Dr. Angel Pintos,TERAPIA INTENSIVA,2011,6
IX,BENITO JUAREZ,Municipales,Ente Descent. Hosp. Dr. A. Saintout,TERAPIA INTENSIVA,2011,5
IX,BOLIVAR,Municipales,Hosp. Subz. Gral. Dr. M. A. Capredoni,TERAPIA INTENSIVA,2011,6
IX,GRAL LA MADRID,Municipales,Hosp. Munic. M. Etchegaray,TERAPIA INTENSIVA,2011,4
IX,LAPRIDA,Municipales,Hosp. Dr. Pedro S. Sancholuz,TERAPIA INTENSIVA,2011,5
IX,OLAVARRIA,Municipales,Hosp. Zonal Munic. Dr. Héctor Cura,TERAPIA INTENSIVA,2011,7
IX,OLAVARRIA,Municipales,Hosp. Zonal Munic. Dr. Héctor Cura,UNIDAD CORONARIA,2011,5
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2015,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry(año 20,TERAPIA INTENSIVA,2014,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2013,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2012,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2011,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2010,6
X,MERCEDES,Provinciales,Hosp. Zonal Gral. de Agudos Blas Dubarry,TERAPIA INTENSIVA,2009,6
X,VEINTICINCO DE MAYO,Municipales,Hosp. Subz. Saturnino Unzué,TERAPIA INTENSIVA,2013,8
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. y Crón. San Juan de Dios,UNIDAD CORONARIA,2015,11
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,TERAPIA INTENSIVA,2015,16
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,QUEMADO,2015,10
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,UNIDAD CORONARIA,2015,7
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,CUIDADOS INTENSIVOS NEONATOLOGIA,2014,5
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,CUIDADOS INTENSIVOS,2014,14
XI,LA PLATA,Provinciales,Hosp. Interz. Esp. de Ag. y Crón. Dr. A. Korn,TERAPIA INTENSIVA,2014,7
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,TERAPIA INTENSIVA,2014,8
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,UNIDAD CORONARIA,2014,7
XI,LA PLATA,Provinciales,Hosp. Zonal Esp. Dr. Noel H. Sbarra,CUIDADOS ESPECIALES INFANTILES,2014,18
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. Esp. en Pediatría Sor María Ludovica,TERAPIA INTENSIVA INFANTIL,2014,27
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. Dr. Ricardo Gutierrez,TERAPIA INTENSIVA,2014,4
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. y Crón. San Juan de Dios,TERAPIA INTENSIVA,2014,7
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. y Crón. San Juan de Dios,UNIDAD CORONARIA,2014,11
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,TERAPIA INTENSIVA,2014,16
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,QUEMADO,2014,8
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,UNIDAD CORONARIA,2014,7
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,CUIDADOS INTENSIVOS NEONATOLOGIA,2013,5
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,CUIDADOS INTENSIVOS,2013,15
XI,LA PLATA,Provinciales,Hosp. Interz. Esp. de Ag. y Crón. Dr. A. Korn,TERAPIA INTENSIVA,2013,7
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,TERAPIA INTENSIVA,2013,6
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,UNIDAD CORONARIA,2013,7
XI,SAN VICENTE,Municipales,Hosp. Subz. Gral. Dr. R. Carrillo,TERAPIA INTENSIVA,2013,4
XII,LA MATANZA,Municipales,Hosp. Mat. Infantil Dra. T. L. Germani,CUIDADOS ESPECIALES,2013,2
XII,LA MATANZA,Municipales,Hosp. Munic. de Niños de San Justo,TERAPIA INTENSIVA INFANTIL,2013,8
XII,LA MATANZA,Municipales,Policlínico Central San Justo,CUIDADOS ESPECIALES,2013,3
XII,LA MATANZA,Municipales,Policlínico Central San Justo,CUIDADOS ESPECIALES INFANTILES,2013,6
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA,2013,8
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,UNIDAD CORONARIA,2013,7
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA NEONATOLOGICA,2013,13
XII,LA MATANZA,Provinciales,Hosp. Zonal de Ag. de González Catán Km.32,TERAPIA INTENSIVA,2013,11
I,CARMEN DE PATAGONES,Municipales,Hosp. Munic. de Agudos Dr. Pedro Ecay,TERAPIA INTENSIVA,2011,4
I,CORONEL PRINGLES,Municipales,Hosp. Munic. Dr. Cabrera,TERAPIA INTENSIVA,2011,4
I,CORONEL SUAREZ,Municipales,Hosp. Munic. de Cnel. Suárez,TERAPIA INTENSIVA,2011,4
I,PUAN,Municipales,Hosp. Munic. Gobernador Ugarte,TERAPIA INTENSIVA,2011,3
I,SAAVEDRA,Municipales,Hosp. y Maternidad Munic. O. F. Ducos,TERAPIA INTENSIVA,2011,4
I,TRES ARROYOS,Municipales,Hosp. Ignacio Pirovano,TERAPIA INTENSIVA,2011,5
I,BAHIA BLANCA,Municipales,Hosp. Munic. de Agudos Dr. Leónidas Lucero,TERAPIA INTENSIVA,2010,11
I,CARMEN DE PATAGONES,Municipales,Hosp. Munic. de Agudos Dr. Pedro Ecay,TERAPIA INTENSIVA,2010,4
I,CORONEL PRINGLES,Municipales,Hosp. Munic. Dr. Cabrera,TERAPIA INTENSIVA,2010,4
II,CARLOS CASARES,Municipales,Hosp. Munic. Dr. Julio F. Ramos,TERAPIA INTENSIVA,2012,5
II,NUEVE DE JULIO,Provinciales,Hosp. Zonal Gral. de Ag. Julio de Vedia,TERAPIA INTENSIVA,2012,3
II,TRENQUE LAUQUEN,Municipales,Hosp. Munic. Dr. Pedro T. Orellana,TERAPIA INTENSIVA,2012,12
II,TRES LOMAS,Municipales,Hosp. Munic. Dr. Domingo V. Girotti,TERAPIA INTENSIVA,2012,1
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA NEONATOLOGICA,2015,14
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,CUIDADOS ESPECIALES INFANTILES,2014,20
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA,2014,10
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA INFANTIL,2014,5
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA NEONATOLOGICA,2014,14
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,CUIDADOS ESPECIALES INFANTILES,2013,20
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA,2013,10
IV,SAN ANTONIO DE ARECO,Municipales,Hosp. Munic. Emilio Zerboni,TERAPIA INTENSIVA,2013,4
IV,SAN PEDRO,Municipales,Hosp. Subz. Gral. Dr. E. Ruffo,TERAPIA INTENSIVA,2013,4
IV,CARMEN DE ARECO,Provinciales,Hosp. Local Gral. Ntra. Sra. del Carmen,TERAPIA INTENSIVA,2013,4
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,CUIDADOS INTENSIVOS,2013,10
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,TERAPIA INTENSIVA,2013,6
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,TERAPIA INTENSIVA INFANTIL,2013,4
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,UNIDAD CORONARIA,2013,4
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA,2013,12
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA INFANTIL,2013,8
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA NEONATOLOGICA,2013,13
IV,ARRECIFES,Municipales,Hosp. Munic. Santa Francisca Romana,TERAPIA INTENSIVA,2014,4
IV,BARADERO,Municipales,Hosp. Subz. Gral. Dr. L. Piñeiro,TERAPIA INTENSIVA,2014,4
IV,CAPITAN SARMIENTO,Municipales,Hosp. Munic. San Carlos,TERAPIA INTENSIVA,2014,7
IV,COLON,Municipales,Hosp. Munic. de Colón,TERAPIA INTENSIVA,2014,4
IV,ROJAS,Municipales,Hosp. Subz. Gral. S. Unzué,TERAPIA INTENSIVA,2014,5
IV,SALTO,Municipales,"Hosp. Munic. de Salto ""Presidente J. D. Perón""",TERAPIA INTENSIVA,2014,4
IV,SAN ANDRES DE GILES,Municipales,Hosp. Munic. San Andrés,TERAPIA INTENSIVA,2014,6
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2010,7
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,UNIDAD CORONARIA,2010,7
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2011,7
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,UNIDAD CORONARIA,2011,8
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2012,6
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,UNIDAD CORONARIA,2012,7
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2013,6
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,UNIDAD CORONARIA,2013,7
V,VICENTE LOPEZ,Municipales,Hosp. Munic. Dr. Bernardo Houssay,TERAPIA INTENSIVA,2014,6
